RPorSP	ASC	TT1	TT2	TC1	TC2	TT1SP	TT2SP	TC1SP	TC2SP	ITT1	ITT2	ATT1	ATT2	UTILERR1	UTILERR2	U1	U2	av1	av2	Choice
1	0.5	0.05756083	0.382828698	1.728773003	-0.285799844	0	0	0	0	0.279650827	0.544691786	0.74915211	0.137368886	0.266628362	0.836530949	1.473453416	-0.177694927	1	1	1
1	0.5	0.112836073	0.537036105	1.979232223	1.213250319	0	0	0	0	0.902663381	0.209103957	0.879324968	-0.884432914	-0.3690185	1.070960494	0.798863611	1.219269379	1	1	0
1	0.5	-1.749743639	-1.234096683	1.121978008	0.897307627	0	0	0	0	0.530722279	0.483830842	0.616198018	-0.178595671	0.705451904	0.311455318	5.153934913	3.412720795	1	1	1
1	0.5	-0.648460835	2.530722686	0.691934444	-1.502139819	0	0	0	0	0.846418282	0.202831096	0.198780969	1.322383495	1.7855367	0.63720616	4.050686581	-4.0467399	1	1	1
1	0.5	0.207937074	0.487938076	-0.272182862	-0.071701459	0	0	0	0	0.583609228	0.049174591	1.276313009	-0.63541805	1.743137324	3.852581989	1.088355114	3.262879509	1	1	0
1	0.5	1.169796086	-1.241531501	0.24539177	-1.186819196	0	0	0	0	0.810691882	0.473343411	0.92251384	0.467910397	1.582134875	0.64559144	-1.300305763	2.172350055	1	1	0
1	0.5	-0.210923672	-1.243771539	-0.106673284	0.900554679	0	0	0	0	0.786169891	0.650675899	-0.193670882	0.880704076	1.044481058	2.6146134	1.507043448	6.152385277	1	1	0
1	0.5	-1.133358448	-0.30168437	0.168829312	-0.668681495	0	0	0	0	0.241315678	0.441951999	1.337668975	0.526504416	3.083631345	-0.023344926	4.890606103	0.043488345	1	1	1
1	0.5	0.887150114	1.050452837	-0.932790557	0.582079335	0	0	0	0	0.849184395	0.006367072	-0.355780589	-0.206558692	0.779038215	2.709602072	-2.314412883	2.082332119	1	1	0
1	0.5	0.421789554	-0.306728266	-0.269488408	0.089320995	0	0	0	0	0.291144928	0.661886155	0.053041961	-1.171334746	0.305635062	2.592508683	-0.563874577	3.37226608	1	1	0
1	0.5	-0.753508337	0.479623499	0.49910143	0.030958415	0	0	0	0	0.251017658	0.330687766	-0.619109911	-1.401844873	0.785292344	1.76514311	2.291414549	0.991527176	1	1	1
1	0.5	0.852176102	0.175810995	-0.064878909	1.112029186	0	0	0	0	0.09157977	0.322249953	0.310912355	-0.914482597	0.947604374	0.582844831	-0.109315094	1.127745556	1	1	0
1	0.5	0.765081412	0.20669123	0.723475787	1.303033897	0	0	0	0	0.525044668	0.48645439	-0.042655175	0.843654451	0.240715879	3.707301666	-0.785162525	4.276794147	1	1	0
1	0.5	0.0343074	-1.06316969	-0.127174128	0.936407881	0	0	0	0	0.367543279	0.849102824	0.662121835	0.45959163	-0.07945329	1.351664866	-0.234360195	4.92262124	1	1	0
1	0.5	-1.442411722	0.858674809	2.083628735	-0.259585314	0	0	0	0	0.123151921	0.615148568	0.128710653	-0.994241357	1.993960684	2.055462829	5.354365507	-0.054326125	1	1	1
1	0.5	1.929730171	-1.201725223	0.584582989	0.3489186	0	0	0	0	0.620119385	0.387487338	-0.169986238	-1.939307836	0.158441837	2.651262173	-3.726177265	5.045982962	1	1	0
1	0.5	1.380017464	-0.350818119	0.060942893	-0.010758488	0	0	0	0	0.488035143	0.236608465	0.967873037	0.020081292	2.686964717	0.962592267	0.005660382	1.471354593	1	1	0
1	0.5	-1.424452086	-0.285941588	0.084781067	0.007558454	0	0	0	0	0.518853638	0.09145157	0.695105463	-2.227550008	2.081250466	3.400406222	5.047452645	3.744316264	1	1	1
1	0.5	-1.29184118	-0.319471469	-1.030041449	-1.978337523	0	0	0	0	0.401186962	0.127867957	-0.602482246	-0.600128807	-0.327801487	0.876087163	1.228048282	-0.206494183	1	1	1
1	0.5	-0.017171829	0.465419046	-1.66566302	-0.631175331	0	0	0	0	0.775895196	0.222822036	0.6961873	0.750932257	1.898580979	2.145120045	0.693152622	0.998908261	1	1	0
1	0.5	-1.222512486	-2.031974077	-0.619762463	0.223594813	0	0	0	0	0.285880904	0.731884428	1.005981301	0.846229028	2.358279455	1.424708849	3.814956042	6.598719404	1	1	0
1	0.5	1.493909542	-1.44905306	0.616574782	-0.131913865	0	0	0	0	0.106665105	0.194660532	-0.422764347	-0.302163201	0.732905511	2.339965954	-0.617268981	4.254230493	1	1	0
1	0.5	0.797359526	-0.30574029	-0.324016621	-0.37149889	0	0	0	0	0.039777175	0.283924413	0.970349951	0.911800986	1.462572623	2.538124909	0.358767212	2.738855297	1	1	0
1	0.5	-0.891617048	0.677665068	2.352856403	0.221391869	0	0	0	0	0.679599539	0.346379291	0.1587894	-0.478877979	-0.030498658	0.594429574	3.837645762	-0.386649883	1	1	1
1	0.5	0.247348218	1.04392383	1.640590311	-0.935678196	0	0	0	0	0.569449074	0.44066201	0.034161735	-0.099017261	0.940429961	1.746301268	1.64182005	-0.919416355	1	1	1
1	0.5	-1.07007868	-0.896810551	-0.356230588	-0.548147742	0	0	0	0	0.925182665	0.47661738	-0.847073165	-1.267987759	1.969103031	1.770493038	4.752045261	3.111063774	1	1	1
1	0.5	1.451693618	-2.314924154	2.430425667	0.498911549	0	0	0	0	0.552090119	0.296357146	0.893767939	0.003876762	2.389912696	2.750472754	1.158106923	6.811669201	1	1	0
1	0.5	0.210841331	0.697113788	-0.625973202	0.161443496	0	0	0	0	0.158507393	0.155971136	0.835044053	-1.518815381	1.572930978	0.535873631	0.825769925	-0.257616795	1	1	1
1	0.5	0.13810767	0.669554668	-1.687073563	-1.028687373	0	0	0	0	0.84015241	0.668130654	0.316372966	-0.111835751	4.693082545	0.730212186	3.05760672	-1.605558008	1	1	1
1	0.5	-1.443365729	0.940690188	-0.106789753	-0.914178081	0	0	0	0	0.951123025	0.37046253	0.944986725	-0.589492138	1.385299757	-0.24707411	5.494209926	-2.570378793	1	1	1
1	0.5	-0.494040429	-0.677160977	0.111092445	-0.50851896	0	0	0	0	0.878828489	0.248062054	-0.511881542	-0.932212738	1.345926099	0.537335629	2.791639469	1.169063271	1	1	1
1	0.5	0.406836036	0.504342918	-0.81439914	-0.576361632	0	0	0	0	0.057621861	0.74680807	-1.115247936	0.236463761	1.044140444	0.008361054	-0.020380246	-1.68154781	1	1	1
1	0.5	0.934373111	-1.541265047	0.233003061	0.399658967	0	0	0	0	0.009963882	0.264481268	-1.219249239	-0.786570359	1.280080396	1.283657996	0.501839614	3.939938736	1	1	0
1	0.5	0.044925714	-1.874302237	0.534765936	-0.277893077	0	0	0	0	0.280292811	0.17865776	0.1197793	0.643395816	2.275391127	0.179333642	2.606355155	2.51493335	1	1	1
1	0.5	-0.194995764	-0.127673238	-0.615181564	1.158673419	0	0	0	0	0.209492029	0.143428969	-1.294925238	1.207361631	1.336540311	1.331696302	1.15185002	2.364998686	1	1	0
1	0.5	-0.814788155	-1.386162719	0.125684757	-0.92961214	0	0	0	0	0.902872083	0.762322132	0.172969939	-0.60752397	1.87405729	1.062112159	4.25440797	3.864470811	1	1	1
1	0.5	2.205461992	-1.491807359	-0.954079187	0.251456993	0	0	0	0	0.052053194	0.63508139	1.162436473	-0.37049372	1.79092368	1.794930139	-1.359700386	5.370168425	1	1	0
1	0.5	-0.199972558	-1.534187953	-2.426379708	0.493549052	0	0	0	0	0.206815706	0.930496937	0.73489535	-0.677341012	0.878153039	2.008040698	-0.658944252	6.767504825	1	1	0
1	0.5	0.245415511	-1.209583474	-0.571940489	1.021623697	0	0	0	0	0.57074791	0.73670592	-0.394526515	0.032895353	0.433282527	2.64158999	-0.521229132	6.399605849	1	1	0
1	0.5	-1.462434128	-0.05873961	1.134039999	0.511637036	0	0	0	0	0.213061256	0.247695321	0.205262352	1.614850698	2.108414087	0.918385806	5.044554317	1.389952246	1	1	1
1	0.5	0.144846748	-0.509339781	-0.191415324	-1.092157872	0	0	0	0	0.39567779	0.460167985	-0.144580677	2.563212231	0.438812954	5.034101634	0.035779431	5.193086733	1	1	0
1	0.5	-0.422170662	0.039252251	-1.403028424	0.811533421	0	0	0	0	0.225011965	0.210378283	-0.281002008	-1.353471748	0.270157453	-0.075048012	-0.169956303	0.47783416	1	1	0
1	0.5	-1.698820078	0.083780821	0.610478341	0.41986536	0	0	0	0	0.345473226	0.75977454	-0.096098759	2.131329297	4.584040336	2.840910511	7.914512874	2.944719639	1	1	1
1	0.5	-1.829345439	0.913062104	1.792055686	0.639940753	0	0	0	0	0.116415008	0.744249383	-1.166321028	-1.518349178	1.912763896	2.635467395	5.512077629	0.84326904	1	1	1
1	0.5	-0.645165521	0.089537121	-1.081149103	-0.221421052	0	0	0	0	0.501100923	0.545430029	0.552562744	0.340995317	0.603474648	1.48252806	1.084364418	1.129252681	1	1	0
1	0.5	-0.396908761	-1.859894101	-0.021410018	0.479131207	0	0	0	0	0.64523972	0.692279914	-1.198668987	0.337159591	1.129762507	0.092722307	2.022816351	4.887099467	1	1	0
1	0.5	0.058509732	0.042677866	-1.043965376	0.237527759	0	0	0	0	0.673598972	0.265443673	0.648360756	-1.096818457	0.599807572	0.108244726	-0.320500383	0.221055541	1	1	0
1	0.5	-0.166750243	0.404836006	-0.394285405	-0.407149471	0	0	0	0	0.360735768	0.115849654	-0.758993506	0.867755005	3.38858992	1.426896968	3.379931663	0.622898636	1	1	1
1	0.5	0.843843065	-0.18534653	0.366551283	-0.123610383	0	0	0	0	0.688422796	0.059235483	-1.861220701	-0.447920599	0.34179817	0.560570357	-1.388973037	0.675167283	1	1	0
1	0.5	-0.589697724	-0.243374703	-1.061440459	0.435208205	0	0	0	0	0.489110771	0.374556932	-0.276954249	-0.745216378	1.193337848	0.293166568	1.563810246	1.045262789	1	1	1
1	0.5	0.374075326	-0.234783938	-0.876216859	0.741153261	0	0	0	0	0.730404369	0.190495676	0.072155583	-0.22325885	1.672763478	4.253488439	0.095073004	5.133587973	1	1	0
1	0.5	0.36756581	0.858537904	1.349501688	0.002992744	0	0	0	0	0.87634963	0.28578688	-0.943829868	-0.372927348	0.796808547	3.004512899	0.79713668	1.657501815	1	1	0
1	0.5	0.553525056	-0.163393893	-0.673045904	-0.464518947	0	0	0	0	0.480598374	0.15676354	0.390357206	-0.542268548	0.633715948	0.623927039	-0.956640019	0.490160133	1	1	0
1	0.5	-0.370897883	-1.497494383	-0.154067845	-2.152490543	0	0	0	0	0.115231937	0.604059787	0.291991661	-0.308418121	0.254417581	2.641913149	0.595243143	4.334191902	1	1	0
1	0.5	-1.053537203	0.795988257	-0.950295301	-0.967562579	0	0	0	0	0.048006272	0.188697972	0.191783669	-0.332290924	0.657924927	0.08355431	1.099893442	-1.738508621	1	1	1
1	0.5	1.337930191	-0.214139501	1.471011356	1.038024901	0	0	0	0	0.217033619	0.245084949	0.153317481	-1.261241653	0.164147679	6.119562296	-0.651275659	7.21718521	1	1	0
1	0.5	-2.098103981	1.403711676	-0.230832055	0.140429237	0	0	0	0	0.707987229	0.158940872	0.256983253	0.419944415	1.85702909	0.398661047	6.752870676	-1.345943017	1	1	1
1	0.5	-0.856614913	-0.418171684	2.01669E-05	-1.008610591	0	0	0	0	0.660521035	0.187142101	-1.782715423	-0.915718182	0.063344621	0.127277644	2.051598998	-0.05449356	1	1	1
1	0.5	-0.977797793	-0.649103659	0.246089522	-1.314269536	0	0	0	0	0.69692395	0.533467585	-0.052291298	-0.786828779	2.795166516	3.513781111	5.320432851	3.869734142	1	1	1
1	0.5	0.75285005	-0.748748096	1.182948277	1.00857937	0	0	0	0	0.796229869	0.283509497	0.898376891	-1.00024249	1.201418008	-0.105899239	0.136895773	1.823837777	1	1	0
1	0.5	-0.878131375	0.844933433	0.644865019	-0.417032642	0	0	0	0	0.622911601	0.03964536	1.699045539	-0.54862359	0.945328895	0.609044853	3.401105476	-0.615658442	1	1	1
1	0.5	0.534968674	1.505844298	1.02687202	-2.292250623	0	0	0	0	0.550639999	0.473956017	-1.342460819	0.1662976	3.808315618	2.060853481	3.45435066	-2.591586716	1	1	1
1	0.5	0.253498176	0.538037774	-0.600016226	-0.989385094	0	0	0	0	0.722833313	0.189073385	0.241606925	0.423933021	1.863646317	0.920915564	0.79366212	-0.562618276	1	1	1
1	0.5	-0.055229325	1.491149899	0.576967188	-0.24436337	0	0	0	0	0.772434435	0.899542106	1.248914254	-1.674755768	1.635374295	0.867378685	2.208651076	-3.489747982	1	1	1
1	0.5	0.275884224	0.965528178	-0.115813318	-0.498058205	0	0	0	0	0.649700421	0.483948388	1.636268869	0.22998306	1.212319697	5.355883865	0.491091292	3.082280423	1	1	0
1	0.5	0.208050309	0.033574515	0.520680973	-1.61329669	0	0	0	0	0.833561479	0.986566344	-0.605617392	-0.412983346	0.522176116	1.036409529	0.357791089	-0.273384477	1	1	1
1	0.5	0.010673551	-0.645058386	-0.447823775	-0.65325774	0	0	0	0	0.560535619	0.500585552	-1.342900782	0.55863596	1.738322597	1.420268495	1.379815405	2.221197393	1	1	0
1	0.5	0.246797809	0.956072328	-0.078275352	1.183084332	0	0	0	0	0.297565913	0.342720085	-0.502444667	-0.227970131	0.878707621	2.953669826	0.426326067	2.229580367	1	1	0
1	0.5	0.509209891	-1.08269235	-0.639528586	0.203737566	0	0	0	0	0.2626968	0.188683542	-0.339281539	0.546676678	1.243268665	1.930321395	-0.013123283	3.574389374	1	1	0
1	0.5	0.740108666	-0.018887831	1.735667935	0.421212586	0	0	0	0	0.520390965	0.265487511	0.006927457	2.18429352	0.301718903	0.211440614	0.093069463	0.556266851	1	1	0
1	0.5	0.951275556	0.58153701	0.620354149	0.256260972	0	0	0	0	0.363609031	0.166854091	0.237721367	-0.873947401	0.910043442	0.8265643	-0.267751269	0.24315936	1	1	0
1	0.5	-1.432793087	0.032534872	-2.388886062	0.537384644	0	0	0	0	0.934374556	0.372291252	0.439321443	-0.513127932	-0.130512527	3.484712207	2.188146823	3.830990921	1	1	0
1	0.5	0.43670013	-0.874868543	2.355398187	-1.242268242	0	0	0	0	0.039051442	0.985928738	-0.477022238	0.557945901	0.098445924	2.78252772	1.394186894	4.450811158	1	1	0
1	0.5	0.029822599	0.930056177	-0.677981629	0.995929886	0	0	0	0	0.767926986	0.068216086	-1.083996304	0.207118569	-0.463913509	0.777489029	-1.048025488	0.467490683	1	1	0
1	0.5	0.775448655	-0.673472767	-0.426124176	-0.390972817	0	0	0	0	0.072109376	0.113195952	1.652675461	0.605389475	0.226422088	2.19572736	-0.980453937	2.728439295	1	1	0
1	0.5	-0.936435056	-1.883825389	-0.073799749	0.762163279	0	0	0	0	0.055597307	0.777813254	-0.080336955	-0.472657894	1.080472745	1.120506701	2.065684525	6.506483261	1	1	0
1	0.5	0.033778821	-1.881559197	-1.051256718	0.299626502	0	0	0	0	0.868178155	0.776830282	2.242607228	-0.415970344	1.332633533	0.40568854	0.451760105	5.435271937	1	1	0
1	0.5	1.260901272	-0.097699697	-1.147261708	0.368986414	0	0	0	0	0.74219397	0.927150592	0.2485598	-0.800096437	2.598751053	5.240081293	-1.394263141	5.795685464	1	1	0
1	0.5	-0.518544665	1.45050904	-0.378650223	-0.527720746	0	0	0	0	0.184398367	0.436263947	-0.409286652	-0.891788926	1.179088728	1.609314069	1.604883304	-1.50259513	1	1	1
1	0.5	0.146120716	-1.058387442	1.231492028	0.675467942	0	0	0	0	0.206825409	0.819401894	-2.578837397	-2.133197434	1.75889992	2.798333032	2.475955272	6.097810779	1	1	0
1	0.5	-1.968160295	-0.604801774	-2.113452523	-0.231767556	0	0	0	0	0.873990934	0.475037669	0.850000127	0.8341119	2.144570348	0.941103865	5.967949759	1.946687221	1	1	1
1	0.5	-0.371914748	1.293577268	0.370773462	0.059718066	0	0	0	0	0.122215915	0.287609562	-0.407082571	0.032553463	3.611462694	0.132326224	4.352365341	-1.860552878	1	1	1
1	0.5	0.295627111	0.290927162	0.46583676	-0.093355169	0	0	0	0	0.002077994	0.145192898	-0.793387958	0.52599345	2.823298363	1.565773138	2.875820199	1.120348484	1	1	1
1	0.5	-1.376713135	0.736605347	-0.133819441	0.375147389	0	0	0	0	0.999987447	0.543877383	0.668317928	0.741848203	2.419751891	0.98467922	6.449492152	-0.271811563	1	1	1
1	0.5	1.110534374	1.385363873	-0.290738008	-0.274800838	0	0	0	0	0.988427191	0.46178591	1.384953556	0.787900022	1.25101925	3.847582245	-2.272933376	0.976634711	1	1	0
1	0.5	0.303452361	-0.276446661	-2.007132003	0.099659117	0	0	0	0	0.515401143	0.606342502	0.11838283	-0.49758904	0.366925885	0.377222516	-1.754674865	1.063656236	1	1	0
1	0.5	-1.155361856	1.341133589	0.134656869	0.25683179	0	0	0	0	0.112563266	0.227504694	0.483291786	-0.865085393	0.656658717	2.999870082	2.173115834	1.241131963	1	1	1
1	0.5	0.197126384	-0.707899964	-0.759772549	1.672766371	0	0	0	0	0.809027723	0.833013713	-1.419484099	-0.149721987	1.37731469	0.455253471	0.291397476	3.597108968	1	1	0
1	0.5	-1.788018261	-0.165784723	0.530910447	-0.024154252	0	0	0	0	0.920058395	0.310923847	-0.393198712	-0.698331308	1.543385583	3.038303034	7.019749103	3.289064915	1	1	1
1	0.5	0.775331449	-0.245224706	-0.179834537	1.073687389	0	0	0	0	0.163868862	0.783963099	-1.258501536	-0.722604234	0.981811827	2.903650976	-0.182500888	4.338635465	1	1	0
1	0.5	-0.179943267	-0.713646192	0.336604045	-0.70146927	0	0	0	0	0.354682889	0.929707613	1.78954073	-0.867203387	0.338049544	1.35613092	0.898091441	2.870639753	1	1	0
1	0.5	0.051127892	0.556161271	-1.407139574	1.2608462	0	0	0	0	0.93957251	0.562257099	0.297702665	0.167519514	2.781119566	1.416029017	1.578560269	1.18009115	1	1	1
1	0.5	-0.455472228	-0.220615726	0.709243564	0.861419069	0	0	0	0	0.004329649	0.103962305	1.194412724	0.053433858	2.519471779	2.37991293	3.510820751	3.292464397	1	1	1
1	0.5	0.725885127	0.47883607	-0.596620191	-0.11499125	0	0	0	0	0.10832892	0.342954679	1.25545625	-0.114702293	1.478309801	2.029644046	0.147690828	1.136126396	1	1	0
1	0.5	-2.116722649	-0.01823305	0.643275493	-0.625640022	0	0	0	0	0.336574153	0.110886612	0.051868256	1.547852283	3.287338511	3.872582248	7.311386044	3.425628883	1	1	1
1	0.5	-0.53069023	-0.448544419	-3.099786486	0.525701788	0	0	0	0	0.797002217	0.827202426	1.486098573	0.054213971	0.935039195	1.978112595	-0.013187861	3.563007419	1	1	0
1	0.5	-0.125702334	-0.717694536	1.04806092	0.289437205	0	0	0	0	0.533506944	0.82433302	-0.159206298	0.700801345	2.727070005	2.012227166	3.772944165	4.130238213	1	1	0
1	0.5	-0.836559603	-0.661722956	-0.642668751	-0.944044978	0	0	0	0	0.510414629	0.615656785	-0.611508727	-1.834539245	2.100904159	1.351432609	3.309446718	2.119910288	1	1	1
1	0.5	0.23197086	-1.203543094	-0.375509772	1.122060927	0	0	0	0	0.80453733	0.036085837	1.693980605	-0.210813707	2.705369648	0.656113574	1.818508028	2.788064084	1	1	0
1	0.5	-0.689555917	0.479817306	0.283355993	0.373810138	0	0	0	0	0.27007025	0.647666688	-0.4581804	1.691495601	1.144684162	2.141007907	2.41921415	1.320024833	1	1	1
1	0.5	0.233566716	0.523794346	0.145213778	-0.499161172	0	0	0	0	0.908074259	0.160619699	0.568238744	-1.205714277	1.213410742	0.072998187	0.664562515	-0.993430419	1	1	1
1	0.5	-0.245124806	1.150963087	0.638447106	1.44748773	0	0	0	0	0.115570258	0.281182491	0.188590528	-0.128703075	1.426735984	0.835504256	2.207354393	0.12289563	1	1	1
1	0.5	-0.419224719	0.366824423	-0.833702133	0.06314469	0	0	0	0	0.644906868	0.360509196	1.576137167	-0.996517299	1.688124236	0.193683868	2.022794156	-0.390269193	1	1	1
1	0.5	1.512631142	-0.896845244	-0.145612349	0.591704431	0	0	0	0	0.823689314	0.509313952	-2.038012298	0.99263374	1.218376287	-0.487467475	-2.89534033	1.766707683	1	1	0
1	0.5	-2.343425839	1.244868049	-0.624959131	0.939097758	0	0	0	0	0.883389791	0.296218436	0.095254952	-0.296605468	2.593192176	1.091861401	8.608215592	-0.186189064	1	1	1
1	0.5	0.152299483	0.895966564	1.274472326	0.245070246	0	0	0	0	0.190524135	0.05116516	-1.286895755	1.38762986	-0.17145166	1.079833418	0.574069647	0.275984993	1	1	1
1	0.5	0.708693615	1.275076575	0.995615942	0.716464741	0	0	0	0	0.411185455	0.30039888	1.089487805	-0.340656594	3.118747716	1.58068811	2.573957045	0.076896941	1	1	1
1	0.5	0.694071077	0.830202979	0.424768973	1.5217359	0	0	0	0	0.165335991	0.70585433	0.200503753	-0.328624025	0.886825921	4.143466925	0.281821715	3.282561137	1	1	0
1	0.5	0.684767953	-1.887898299	0.847336688	-0.473231405	0	0	0	0	0.420384474	0.093362147	-1.70744691	-0.229854578	0.636940177	2.154278408	0.011943107	4.03976963	1	1	0
1	0.5	0.458156691	1.272869367	0.017353415	-0.34802426	0	0	0	0	0.421693245	0.991509809	0.813657834	-0.531847129	2.900009186	1.892107279	2.068464393	-2.165905207	1	1	1
1	0.5	1.123748328	0.392010471	-1.436818386	0.736585444	0	0	0	0	0.595913141	0.555284303	-0.875631613	-0.324188859	1.828712289	1.767060669	-1.711962619	1.492134759	1	1	0
1	0.5	0.200678511	-1.139000796	0.38577353	1.012221017	0	0	0	0	0.296115771	0.052518789	0.060711059	0.540991685	2.397005242	1.131581655	2.366808734	3.149386098	1	1	0
1	0.5	-1.03190982	-1.160003257	-0.901270878	-0.033888472	0	0	0	0	0.694119107	0.242195298	0.776493841	0.585282192	-0.254240105	4.129008771	1.534253201	5.825490343	1	1	0
1	0.5	1.478423698	-0.465567088	-0.671285013	-0.545668386	0	0	0	0	0.583218746	0.405416436	0.894823995	0.647121483	0.512961336	-0.111256115	-3.193414952	0.322556782	1	1	0
1	0.5	-0.070134386	1.419879762	0.822621285	-0.86873053	0	0	0	0	0.929876559	0.277895623	2.179639445	0.70214008	2.310705519	1.743480155	3.12823851	-1.117104246	1	1	1
1	0.5	0.520701527	-0.4781425	0.236828832	0.006071193	0	0	0	0	0.154167534	0.611712684	-0.354065005	-0.374923045	1.078089747	1.101854145	0.574459303	2.169521703	1	1	0
1	0.5	-1.295886835	0.665921263	-0.026403795	0.322328546	0	0	0	0	0.702967301	0.533042294	-0.339522124	-1.312863027	1.871184649	0.480766954	4.969200778	-0.653336297	1	1	1
1	0.5	0.972008204	0.974331942	0.114849381	-0.118392582	0	0	0	0	0.428477382	0.137791689	-0.246665152	1.654353518	0.030688555	1.344704683	-1.688149674	0.013068615	1	1	0
1	0.5	-0.355708961	-0.41534261	-1.489772791	0.744690454	0	0	0	0	0.442362733	0.229412747	-0.750585331	1.493738186	2.108109941	0.368067805	1.661194085	1.532498034	1	1	1
1	0.5	0.091337918	-0.846794997	-2.173280681	0.918773347	0	0	0	0	0.358503109	0.322892651	1.20285269	0.182097755	0.339265803	2.323972442	-1.447522481	4.406695211	1	1	0
1	0.5	-2.580779622	-0.516184617	-0.03324197	-0.169415109	0	0	0	0	0.520381265	0.676455746	0.065561403	1.513153439	0.015767401	-0.457913068	5.257594276	0.629562319	1	1	1
1	0.5	-0.191662664	0.056085453	-2.059548799	0.908178113	0	0	0	0	0.574775385	0.093305774	-0.619691972	0.185732312	0.744811816	2.625329149	-0.387861156	3.239911087	1	1	0
1	0.5	-0.168729561	-1.401790141	1.931043173	-0.789696173	0	0	0	0	0.59653899	0.677108949	1.163277024	-0.504815398	2.019507452	1.471007295	3.837826917	4.178854603	1	1	0
1	0.5	-1.617581636	1.544230857	1.14105308	0.201563518	0	0	0	0	0.184958089	0.81056002	1.998399542	0.641664499	0.446086893	5.368576535	3.517827955	1.472134729	1	1	1
1	0.5	0.723085788	0.14928188	0.105529394	-1.67717839	0	0	0	0	0.327771381	0.166788265	0.373921192	-0.990818303	2.154394836	2.802559465	1.036442438	1.345596861	1	1	0
